0xc917c942a81cebed9a8ff33b0d1d8b74296762c2,1645335318000,93829,stake
0x3142268d5bd84567d56c3f0cfa1bb3f98c7bf06a,1645292299000,192364,stake
0xe69be3d6e5162c9a86fc67fb042cb24f6921be71,1645201960000,49266,stake
0xe69be3d6e5162c9a86fc67fb042cb24f6921be71,1638961873000,7059,stake
0xe69be3d6e5162c9a86fc67fb042cb24f6921be71,1637606942000,20800,stake
0x43cca1e5b479c3af964a0a387893a2a241faa958,1645089870000,198392,stake
0x1bb7951ba30eda67bf3e5d851fe5e0e6a01a14b5,1644948408000,40000,stake
0xa29938d059664f7bca45e2188e0b5604f3c16fa6,1644658514000,30000,stake
0xce397aa9258de16636bf86a27e965d17c0813782,1644535431000,1000000,stake
0xce397aa9258de16636bf86a27e965d17c0813782,1636642380000,1658815,stake
0xce397aa9258de16636bf86a27e965d17c0813782,1634923299000,153700,stake
0x6ad3c76b174dd2e147f4a6538036a844c0ab6b93,1644296535000,5600775,stake
0x6ad3c76b174dd2e147f4a6538036a844c0ab6b93,1643175644000,4458599,stake
0x6ad3c76b174dd2e147f4a6538036a844c0ab6b93,1639377130000,2000000,stake
0x6ad3c76b174dd2e147f4a6538036a844c0ab6b93,1637305831000,1742836,stake
0x6ad3c76b174dd2e147f4a6538036a844c0ab6b93,1633068931000,11134208,stake
0x5c85259865dcf61a8ad9289d73e6b4364024ef6f,1644240418000,18659,stake
0x5c85259865dcf61a8ad9289d73e6b4364024ef6f,1644172762000,97475,stake
0x2cd42a753a6fd7e3669d198f4271146643ce6ce2,1644235343000,317421,stake
0x2cd42a753a6fd7e3669d198f4271146643ce6ce2,1639305063000,387842,stake
0x5ab8b6ad2a64cc3f1a0eca09e0fc02a3eb3afc05,1644077286000,704736,stake
0x2c3c15dba0337f0bd1bdad83fe5a6c15580d605a,1643891435000,422128,stake
0x9b8a8b1d0d236f5369289c584c93da03cfb3f016,1643860261000,100768,stake
0xbd56ae4a9b9a63bdb3dbaee502e4e951a2d031a2,1643790969000,332075,stake
0x35019830f7d41f4ece3619e7904389efd5a44297,1643688340000,799097,stake
0x35019830f7d41f4ece3619e7904389efd5a44297,1643435973000,200010,stake
0x065ce66f13f390fa7200462ffa4a6284480c4d5a,1643686657000,413385,stake
0x065ce66f13f390fa7200462ffa4a6284480c4d5a,1642621588000,71265,stake
0x065ce66f13f390fa7200462ffa4a6284480c4d5a,1634082221000,1496207,stake
0x0df2d4d9ab03bc747d237db1cd56b9f0c668128c,1643611666000,400000,stake
0xd222806b8f9d73482b3c7f8fd446ebbf6adefc80,1643055028000,5611109,stake
0x2e13df4c51a3c4a5e34ddf7fb6ce4b2e87c9a489,1642684546000,4853091,stake
0x5bd7c5f9a3c2f08062a0683e4b6631ad1f5febf2,1642595328000,9000,stake
0xa6060adfc60dface6eac084318fc570c7484d7f1,1642470068000,21638,stake
0xcc5f1c2d8f8ad614691e3fae4e196c4786d20f4b,1642298035000,154814,stake
0xa1bd1bd1c1c098d9f9928255225fccf937910616,1641336932000,50806,stake
0xb7b2f2cf7013f68e7fbbaebe701f3af3eef68b2f,1641265889000,3362331,stake
0x11ae2045aafc815fae7c08c0cfafa157a16f2662,1641058543000,49800,stake
0x78b0c6684d4b6752e0185138e5cb4b5efba50626,1640950286000,485948,stake
0x27ce3b58a1e71c305724a6a4fdb1ee84cb2176bf,1640730302000,213333,stake
0x30305030c1366a8ea0feb504da91247729ca8a60,1640694810000,2501200,stake
0x6b9d24c82c638ceefa05b4e9cd3c8ac1f0f3789a,1640552211000,115661,stake
0x6f59fba4b1b6e6b50ad63e953ed5cfeef1604f12,1640332600000,18306,stake
0x6f59fba4b1b6e6b50ad63e953ed5cfeef1604f12,1640219198000,107000,stake
0xfe22ec26206fdb905aebe4973192c437dd28a950,1639926596000,31459,stake
0xb2c71817386f28519b5ae99b74413ae670bb2c7f,1639318513000,107803,stake
0xb2c71817386f28519b5ae99b74413ae670bb2c7f,1635463856000,929054,stake
0xf566bc764b86117077f5217dc8ae75b0dff74536,1639217670000,59979,stake
0xb574343dff853fca0fd9ee924103c8461873ec84,1639201493000,244722,stake
0x44cbc92719df001a41d4aec22e8e934aa8efdc6a,1639017241000,83948,stake
0xd668efa6f4bebf42820579069acedcb2e236363a,1638906646000,129793,stake
0x7dc9cc290cd6d0f6e47d6828311fafd22e189a5e,1638778550000,698800,stake
0x5d79bf0111f178b7ca050ded0608e6693a45e8c5,1638577849000,28322,stake
0xfcd82c78802b73a279244f7481f9cbcfbf2a588c,1638531179000,8950,stake
0x24fe2d6bf25ac1b0dd9ab8e9be2995afb21b063e,1638437721000,462228,stake
0x73ac25a1dda69e8b9c9e8a0416944864857eaad3,1638091606000,3151,stake
0x6bfd9455baa363389c762cbf668812de66ee21f8,1638079692000,118253,stake
0x781da474c265b41772389096d1ecfc5e4a8cafce,1637934393000,52746,stake
0xb425b695b6c133b48fbc345e1c0d44f21de4e785,1637870474000,500903,stake
0x3510d756956fbb02faabee246868e3fff0fc312c,1637772806000,45000000,stake
0xa6556ff91b539c4c0160d10b97c31595b54a6e64,1637502618000,224000,stake
0x19bb858ba54c606d26c45dac2c647e1e7021341d,1637419181000,28646,stake
0x9f8f255416c85b3645b13e38b157f467a92d1229,1637154294000,1083956,stake
0xc2f96b4445a01c2510868a7e84b79c215f7b52d6,1637091820000,1181966,stake
0x4558092954685a896c7332d4f8462037d26e0a87,1637079944000,313248,stake
0x4558092954685a896c7332d4f8462037d26e0a87,1637079666000,30000,stake
0x9532420a9059ec975b2d2439993f31d687e55f59,1636808915000,80000,stake
0x9532420a9059ec975b2d2439993f31d687e55f59,1633178458000,10000,stake
0x75c1f1eb12fa8945bb84da12168242efd6c4e42c,1636741258000,40477,stake
0x174bc0529c721a986f888a8a7ae8f52e9250d418,1636688891000,1000000,stake
0xb22a943efe0f1a500db26c28fc817fcaa76cd43b,1636499623000,13247,stake
0x9138a9840d11da6e9e8ed4f312a2d1011343a098,1636498758000,2686360,stake
0x80a9a8da02d1283761274d9e88f9f3c02da923af,1636243423000,252730,stake
0xfeba1bd9e7284c25e125408f94c0537e366f0ae6,1636148315000,13445,stake
0xe533b13dbc81199f0efb3c9c95b2e08dfba660b7,1636139962000,302906,stake
0xe533b13dbc81199f0efb3c9c95b2e08dfba660b7,1635908158000,83431,stake
0x7922a12ee51b50f423b856893db4a367b671b256,1636056566000,18549,stake
0xd87d0b4aaa2964df95850d858dc7d6d804a0200f,1635816628000,451934,stake
0xd87d0b4aaa2964df95850d858dc7d6d804a0200f,1635759228000,640976,stake
0x30dc94ede7254931abab45dbfed2fc9d53b4519c,1635629236000,1500,stake
0x1601555da85dbf5cba92f07232fbd690e1c7834e,1635494462000,47000,stake
0xfdcfde07cb62f19d9583f26989cd7124e9854b4f,1635055782000,14389,stake
0x03f7d0a784b3ac0aaf58c72d77e0e3bac829be83,1635043877000,208800,stake
0xf44782934cd2ee92e71e713849be5835fa1a363f,1634996299000,31754,stake
0x324e9e6e602fdf1f7f50decea6cb83fff575020f,1634674134000,38305,stake
0x2575e97d5e786de117c6e480888caf3e2e808fe9,1634424268000,852000,stake
0x499582689517c7a700b30d833387e518bfd36baa,1634273814000,74522,stake
0x499582689517c7a700b30d833387e518bfd36baa,1634003453000,229568,stake
0x9b3a6a41e958bf209345d6e4f3d4d56d2d61a22b,1634050264000,30000,stake
0x29d5db06290305fea450beecb5d7683d18b312e9,1633961119000,95534,stake
0xd83f615ff3f2e5dac4112f7e55e7718622fccb75,1633853674000,13000,stake
0x123af99b22216cc1f6fcadb7d31fce0397a5d295,1633846448000,200000,stake
0xefad9ba1dc1ac4bd40e33ddabbdf8f7c2d341b4d,1633754642000,4796,stake
0xc76744927dd8d49c234d651333f5fdfd27c6241c,1633747341000,7506293,stake
0x57f612f465334403e6683c37b601eadbe29bc44e,1633711592000,1583300,stake
0x35d7ab58ffbfef99f42f48bcf2d1df8a0bfd277c,1633657873000,29836,stake
0x85b297f8154821a2a17a600b09b344551ef8faa5,1633362628000,175221,stake
0x5ce654a059943073d523c016eef40f22f82771b8,1633342230000,80000,stake
0xa0893846cf4573fb579d4672a149a1098601b052,1633338501000,250000,stake
0x12447a7fba6570dc9b29ae342f722b77809873b3,1633336103000,29560,stake
0x86a3d59de33cb931bdb6320b39b351e7f98de499,1633332678000,200000,stake
0x48dc0421a2f30a2f84d903f3672587ca2743a67f,1633330543000,88680,stake
0xb1b85798140f3f5becc99b0c632dd110525793ab,1633295690000,28239,stake
0x262e51f17815f119d8e70a520de2b220afd7805e,1633288695000,87152,stake
0x047d2eb90f93d2791b73f7b950ba3a606dd114c6,1633236379000,11029,stake
0xf4b2e95a2b52133b38c7bb7f823db656941de8d7,1633187840000,40760,stake
0x4807c40d180be88c1a32c8cb33db36c1a6f07c09,1633172681000,87433,stake
0xf17eecd5dd45b09291d9e4bf9fb208713859f217,1633155049000,25000,stake
0x58186ef1c6e8c2b81923eced5dc9bf66c33fe9f5,1633129795000,200421,stake
0x58186ef1c6e8c2b81923eced5dc9bf66c33fe9f5,1633125153000,260000,stake
0x58186ef1c6e8c2b81923eced5dc9bf66c33fe9f5,1633117886000,150000,stake
0xb5617b28784cbc831b1991bf1c8532ac6f487892,1633110405000,91841,stake
0x52d98f96e92e45e7a7548e1e357504945b51b4a2,1633106480000,230000,stake
0xe12029383eb8755e88f5adbb77692af1d90cb55a,1633099402000,505000,stake
0xc71294464915519da5379ad3f035ffcfecb0d3f5,1633096464000,249000,stake
0xc4e53a26c928ad2dd27c2320d19e914cb8af5969,1633090520000,1458262,stake
0xa949a14ec10cae8952c523df2d60962be34330b4,1633089525000,98200,stake
0x5942e876cb84021ce850cd8f076f0996857e4931,1633089054000,76976,stake
0x51fd8fea2a60392f3e8eb2dbbc4a1f10563b1a19,1633070317000,46382,stake
0x480c42903321616995a97c6822579fd9114225c1,1633065946000,4620036,stake
0x72d48bc48311109ddc5852529c116c1853f07067,1633065787000,500000,stake
0x30f3110713a2897627dc2f9286d5faf5e603c42e,1633062565000,240811,stake
0xc38186cb3f2a2a90f87ae06a7a6717bc8857608f,1633060612000,1782166,stake
0xc41ec55ac706af09371091460d8ae4101ca31f9b,1633048579000,20000,stake
